name,rank,branch,incidentdate,state,day,month,year,pop1950
"SMITH, TOMMY",Pfc,UNITED STATES ARMY,7/19/53,TEXAS,19,7,1953,7748000
"SMITH, VERNON",Cpl,UNITED STATES ARMY,11/1/50,VERMONT,1,11,1950,377000
"SMITH, WALTER",Cpl,UNITED STATES ARMY,12/6/50,ARKANSAS,6,12,1950,1906000
"SMITH, WALTER",Pfc,UNITED STATES ARMY,7/19/53,NEW JERSEY,19,7,1953,4860000
"SMITH, WENDELL",Sfc,UNITED STATES ARMY,12/1/50,LOUISIANA,1,12,1950,2701000
"SMITH, WILLIAM",2nd Lt,UNITED STATES AIR FORCE,3/28/52,OHIO,28,3,1952,7946627
"SMITH, WILLIAM",Capt,UNITED STATES ARMY,11/28/50,NEW YORK,28,11,1950,14830192
"SMITH, WILLIAM",Pfc,UNITED STATES ARMY,11/24/50,PENNSYLVANIA,24,11,1950,10498012
"SMITH, WILLIAM",Pfc,UNITED STATES ARMY,7/12/50,GEORGIA,12,7,1950,3451000
"SMITH, WILLIAM",Pfc,UNITED STATES ARMY,9/1/50,NORTH DAKOTA,1,9,1950,616000
"SMITH, WILLIAM",Sgt,UNITED STATES ARMY,11/27/50,ILLINOIS,27,11,1950,8712176
"SMITH, WILLIE",Pfc,UNITED STATES ARMY,8/1/52,KENTUCKY,1,8,1952,2957000
"SMITH, WILLIE",Cpl,UNITED STATES ARMY,11/30/50,KENTUCKY,30,11,1950,2957000
"SMITH, WILLIS",1st Lt,UNITED STATES AIR FORCE,3/25/51,CALIFORNIA,25,3,1951,10586223
"SMITH, WINFORD",Sgt,UNITED STATES ARMY,2/13/51,WEST VIRGINIA,13,2,1951,2006000
"SMITHERS, FERMAN",Pfc,UNITED STATES ARMY,2/13/51,TEXAS,13,2,1951,7748000
"SMITHSON, DONALD",Cpl,UNITED STATES ARMY,7/12/50,MISSOURI,12,7,1950,3946000
"SMITHSON, PORTER",Cpl,UNITED STATES MARINE CORPS,12/27/52,ARIZONA,27,12,1952,756000
"SMOLINSKY, FRANK",Pfc,UNITED STATES ARMY,10/31/50,PENNSYLVANIA,31,10,1950,10498012
"SMOTHERMON, CLARENCE",Sgt,UNITED STATES ARMY,11/2/50,TEXAS,2,11,1950,7748000
"SNAY, ELMER",Pvt,UNITED STATES ARMY,7/20/50,MICHIGAN,20,7,1950,6421000
"SNEAD, LAWRENCE",Pfc,UNITED STATES ARMY,2/12/51,PENNSYLVANIA,12,2,1951,10498012
"SNEDDEN, LAWRENCE",Pfc,UNITED STATES ARMY,7/20/50,OHIO,20,7,1950,7946627
"SNEED, WILLIAM",Pvt,UNITED STATES ARMY,12/3/50,MICHIGAN,3,12,1950,6421000
"SNIDER, CARL",Pfc,UNITED STATES ARMY,2/12/51,KANSAS,12,2,1951,1915000
"SNIDER, GLENN",M/Sgt,UNITED STATES ARMY,11/28/50,WASHINGTON,28,11,1950,2386000
"SNIPE, JOHN",Sgt,UNITED STATES ARMY,11/30/50,GEORGIA,30,11,1950,3451000
"SNIPES, FLOYD",Pfc,UNITED STATES ARMY,2/14/51,NEW YORK,14,2,1951,14830192
"SNODGRASS, ROBERT",Pfc,UNITED STATES ARMY,2/12/51,CALIFORNIA,12,2,1951,10586223
"SNOW, RONALD",Pfc,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"SNYDER, DAVID",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"SOBEY, ROBERT",LT,UNITED STATES NAVY,12/22/51,PENNSYLVANIA,22,12,1951,10498012
"SOCHA, ERNEST",Pfc,UNITED STATES ARMY,11/2/50,MICHIGAN,2,11,1950,6421000
"SODERSTROM, MARVIN",Pvt,UNITED STATES ARMY,9/9/51,INDIANA,9,9,1951,3952000
"SOLBERG, MILNOR",Sgt,UNITED STATES ARMY,12/2/50,WISCONSIN,2,12,1950,3449000
"SOLBERG, RAYMOND",PFC,UNITED STATES MARINE CORPS,11/27/50,MINNESOTA,27,11,1950,2995000
"SOLEM, JOSEPH",Sfc,UNITED STATES ARMY,12/1/50,SOUTH DAKOTA,1,12,1950,652000
"SOLEM, NORRIS",Pfc,UNITED STATES AIR FORCE,9/29/51,MINNESOTA,29,9,1951,2995000
"SOLIS, ADELAIDO",Pfc,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"SOLIS, RICARDO",Pfc,UNITED STATES ARMY,2/6/52,TEXAS,6,2,1952,7748000
"SOLOMON, LESLIE",Sgt,UNITED STATES ARMY,12/2/50,TENNESSEE,2,12,1950,3304000
"SOLOMON, RICHARD",Cpl,UNITED STATES ARMY,12/1/50,WASHINGTON,1,12,1950,2386000
"SOLOMON, ROBERT",PFC,UNITED STATES MARINE CORPS,10/6/52,CALIFORNIA,6,10,1952,10586223
"SOLWAY, EDWARD",Pfc,UNITED STATES ARMY,5/18/51,WISCONSIN,18,5,1951,3449000
"SOMERS, CHARLES",Cpl,UNITED STATES ARMY,11/21/50,CONNECTICUT,21,11,1950,2007280
"SOMMER, HUGH",Pvt,UNITED STATES ARMY,4/22/51,MISSOURI,22,4,1951,3946000
"SOMMER, PAUL",Cpl,UNITED STATES ARMY,10/12/51,KANSAS,12,10,1951,1915000
"SOMMERFELD, EDWARD",Cpl,UNITED STATES ARMY,12/6/50,ILLINOIS,6,12,1950,8712176
"SOMMERS, WILLIAM",Pfc,UNITED STATES ARMY,12/6/50,OHIO,6,12,1950,7946627
"SOREIDE, CARL",Capt,UNITED STATES MARINE CORPS,7/23/52,NORTH DAKOTA,23,7,1952,616000
"SORENSEN, MAINERD",Capt,UNITED STATES MARINE CORPS,12/6/50,OREGON,6,12,1950,1532000
"SORIN, GRIGORIJ",Cpl,UNITED STATES ARMY,1/8/52,CALIFORNIA,8,1,1952,10586223
"SORRENTINO, ANTHONY",Pfc,UNITED STATES ARMY,7/16/50,NEW YORK,16,7,1950,14830192
"SOTO, ANTONIO",Pfc,UNITED STATES ARMY,9/1/50,ARIZONA,1,9,1950,756000
"SOTO, GEORGE",Sgt,UNITED STATES AIR FORCE,7/1/51,CALIFORNIA,1,7,1951,10586223
"SOUTHERLAND, JOHN",1st Lt,UNITED STATES AIR FORCE,6/6/53,GEORGIA,6,6,1953,3451000
"SOUZA, LAWRENCE",Pvt,UNITED STATES ARMY,6/14/53,MASSACHUSETTS,14,6,1953,4690000
"SOWLES, LEWIS",Sgt,UNITED STATES ARMY,11/30/50,CALIFORNIA,30,11,1950,10586223
"SPAIN, FRANCIS",Pfc,UNITED STATES ARMY,11/2/50,MASSACHUSETTS,2,11,1950,4690000
"SPANGENBERG, GEORGE",Pvt,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"SPANGLER, DONALD",Pvt,UNITED STATES ARMY,11/2/50,INDIANA,2,11,1950,3952000
"SPARKS, DONALD",Cpl,UNITED STATES ARMY,7/10/50,OHIO,10,7,1950,7946627
"SPARKS, JAMES",Cpl,UNITED STATES ARMY,11/30/50,RHODE ISLAND,30,11,1950,779000
"SPATH, CHARLES",1st Lt,UNITED STATES AIR FORCE,2/3/52,OHIO,3,2,1952,7946627
"SPEARS, WOODROE",Cpl,UNITED STATES ARMY,12/19/50,ARKANSAS,19,12,1950,1906000
"SPECHT, WILFRED",Cpl,UNITED STATES ARMY,7/10/50,MICHIGAN,10,7,1950,6421000
"SPEGAL, RUSSELL",Cpl,UNITED STATES ARMY,11/2/50,KENTUCKY,2,11,1950,2957000
"SPEICHER, CHESTER",Pvt,UNITED STATES ARMY,7/20/50,OHIO,20,7,1950,7946627
"SPELLMAN, JOHN",Pfc,UNITED STATES ARMY,11/2/50,MASSACHUSETTS,2,11,1950,4690000
"SPENCE, CARL",SSgt,UNITED STATES AIR FORCE,2/22/52,ILLINOIS,22,2,1952,8712176
"SPENCE, MARVIN",Maj,UNITED STATES AIR FORCE,9/9/50,PENNSYLVANIA,9,9,1950,10498012
"SPENCE, RICHARD",Pfc,UNITED STATES ARMY,2/13/51,VIRGINIA,13,2,1951,3262000
"SPENCER, HAROLD",Pfc,UNITED STATES ARMY,6/11/53,NEW YORK,11,6,1953,14830192
"SPENCER, JOHN",Capt,UNITED STATES ARMY,11/25/50,TEXAS,25,11,1950,7748000
"SPICER, ORVILLE",Pfc,UNITED STATES ARMY,11/25/50,NEW MEXICO,25,11,1950,687000
"SPILLER, ELMO",Pvt,UNITED STATES ARMY,11/2/50,WASHINGTON,2,11,1950,2386000
"SPILLER, WILLIAM",Cpl,UNITED STATES ARMY,2/12/51,TEXAS,12,2,1951,7748000
"SPINDLER, FREDERICK",Pvt,UNITED STATES ARMY,2/4/51,OHIO,4,2,1951,7946627
"SPINKS, WILLIE",Cpl,UNITED STATES ARMY,11/27/50,TEXAS,27,11,1950,7748000
"SPITZER, EVERETT",Pfc,UNITED STATES ARMY,12/1/50,IOWA,1,12,1950,2621000
"SPITZER, JAMES",Pfc,UNITED STATES ARMY,11/27/50,NEW YORK,27,11,1950,14830192
"SPLITTSTOESSER, BERNARD",Pfc,UNITED STATES ARMY,7/14/53,MINNESOTA,14,7,1953,2995000
"SPRADLING, WILBUR",1st Lt,UNITED STATES AIR FORCE,7/22/52,OKLAHOMA,22,7,1952,2193000
"SPRAGUE, OSCAR",Pfc,UNITED STATES ARMY,9/3/50,MAINE,3,9,1950,911000
"SPRINGBORN, ROBERT",Pfc,UNITED STATES ARMY,11/2/50,MICHIGAN,2,11,1950,6421000
"SPRINGER, WILLIAM",Pfc,UNITED STATES ARMY,7/27/50,NEW JERSEY,27,7,1950,4860000
"SPROCK, ALVIN",Pvt,UNITED STATES ARMY,12/3/50,MISSOURI,3,12,1950,3946000
"SPRUELL, JOHN",Pfc,UNITED STATES ARMY,12/6/50,CALIFORNIA,6,12,1950,10586223
"SPURLOCK, STUART",2dLt,UNITED STATES MARINE CORPS,11/21/52,CALIFORNIA,21,11,1952,10586223
"SQUIER, JOHN",Sgt,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"SREBROSKI, JOSEPH",PFC,UNITED STATES MARINE CORPS,12/6/51,MARYLAND,6,12,1951,2376000
"SROGONCIK, GEORGE",Pfc,UNITED STATES ARMY,7/11/50,PENNSYLVANIA,11,7,1950,10498012
"SRONCE, JOHNNIE",Pfc,UNITED STATES ARMY,12/1/50,MISSOURI,1,12,1950,3946000
"ST MARY, ROBERT",A1C,UNITED STATES AIR FORCE,2/23/53,WISCONSIN,23,2,1953,3449000
"ST ONGE, NARCISSE",Sfc,UNITED STATES ARMY,9/2/50,IOWA,2,9,1950,2621000
"STAATS, RAYMOND",Cpl,UNITED STATES ARMY,11/4/50,NEW YORK,4,11,1950,14830192
"STACY, CLYDE",Cpl,UNITED STATES ARMY,12/1/50,WEST VIRGINIA,1,12,1950,2006000
"STADLER, KENNETH",Cpl,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"STAFFORD, DAYTON",Pfc,UNITED STATES ARMY,10/14/52,NEW YORK,14,10,1952,14830192
"STAFFORD, DORIN",HN,UNITED STATES NAVY,10/27/50,OREGON,27,10,1950,1532000
"STAGG, WESTERVELT",A2C,UNITED STATES AIR FORCE,6/11/52,NEW JERSEY,11,6,1952,4860000
"STAINBROOK, THEODORE",Cpl,UNITED STATES ARMY,11/28/50,OHIO,28,11,1950,7946627
"STAIRS, GEORGE",Pfc,UNITED STATES ARMY,11/6/50,NEBRASKA,6,11,1950,1324000
"STALKFLEET, CLIFFORD",Pvt,UNITED STATES ARMY,5/12/52,KANSAS,12,5,1952,1915000
"STALLINGS, VERNON",RECRUIT,UNITED STATES ARMY,7/12/50,NORTH CAROLINA,12,7,1950,4060000
"STAMM, HAROLD",Cpl,UNITED STATES ARMY,11/1/50,OHIO,1,11,1950,7946627
"STAMPER, MACK",Sgt,UNITED STATES ARMY,7/26/52,LOUISIANA,26,7,1952,2701000
"STAMPFEL, ALBERT",PFC,UNITED STATES MARINE CORPS,12/6/50,KANSAS,6,12,1950,1915000
"STAMPLEY, JIMMIE",Pfc,UNITED STATES ARMY,11/26/50,TEXAS,26,11,1950,7748000
"STANGL, WILLIAM",Pvt,UNITED STATES ARMY,11/26/51,IOWA,26,11,1951,2621000
"STANKS, THEODORE",Pvt,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"STANKUS, FRANK",Pfc,UNITED STATES ARMY,2/12/51,MICHIGAN,12,2,1951,6421000
"STANLEY, LEE",Capt,UNITED STATES AIR FORCE,8/30/51,MICHIGAN,30,8,1951,6421000
"STANLEY, OTHA",SSgt,UNITED STATES AIR FORCE,9/8/50,NORTH CAROLINA,8,9,1950,4060000
"STANLEY, PAT",Pfc,UNITED STATES ARMY,12/2/50,CALIFORNIA,2,12,1950,10586223
"STANLEY, VERNON",MSgt,UNITED STATES MARINE CORPS,12/7/50,NEBRASKA,7,12,1950,1324000
"STANSBURY, WILLIAM",Pfc,UNITED STATES ARMY,7/8/50,MISSOURI,8,7,1950,3946000
"STANTON, HARTSWELL",Pvt,UNITED STATES ARMY,4/25/51,KENTUCKY,25,4,1951,2957000
"STANTON, JAMES",Cpl,UNITED STATES ARMY,11/28/50,TEXAS,28,11,1950,7748000
"STAPLER, CHARLES",CDR,UNITED STATES NAVY,6/9/51,NEW YORK,9,6,1951,14830192
"STAPLETON, JAMES",M/Sgt,UNITED STATES ARMY,7/26/52,GEORGIA,26,7,1952,3451000
"STARCHER, CHARLES",Cpl,UNITED STATES ARMY,11/27/50,OHIO,27,11,1950,7946627
"STARCK, JOHN",1st Lt,UNITED STATES AIR FORCE,7/18/51,OHIO,18,7,1951,7946627
"STARK, MARSHALL",Capt,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"STARLING, ROBERT",Pfc,UNITED STATES ARMY,11/30/50,FLORIDA,30,11,1950,2821000
"STASH, RAYMOND",Pvt,UNITED STATES ARMY,10/19/52,MONTANA,19,10,1952,598000
"STATIA, JAMES",ENS,UNITED STATES NAVY,3/11/51,NEW YORK,11,3,1951,14830192
"STATON, LOREN",Pvt,UNITED STATES MARINE CORPS,10/7/52,ILLINOIS,7,10,1952,8712176
"STAUFFER, BILL",2nd Lt,UNITED STATES AIR FORCE,1/26/53,TENNESSEE,26,1,1953,3304000
"STEBBENS, ALVIN",Pfc,UNITED STATES ARMY,12/2/50,INDIANA,2,12,1950,3952000
"STECKEL, RICHARD",Maj,UNITED STATES AIR FORCE,5/15/52,CALIFORNIA,15,5,1952,10586223
"STEDMAN, GERALD",Sgt,UNITED STATES ARMY,2/13/51,MONTANA,13,2,1951,598000
"STEELE, CLYDE",Cpl,UNITED STATES ARMY,7/19/50,IOWA,19,7,1950,2621000
"STEELE, DEAN",Cpl,UNITED STATES ARMY,2/12/51,ILLINOIS,12,2,1951,8712176
"STEELE, HAROLD",Pfc,UNITED STATES ARMY,12/1/50,ALABAMA,1,12,1950,3060000
"STEELE, JAMES",Cpl,UNITED STATES ARMY,10/19/52,WASHINGTON,19,10,1952,2386000
"STEELE, ROBERT",1st Lt,UNITED STATES AIR FORCE,3/6/52,MICHIGAN,6,3,1952,6421000
"STEFAS, FRANK",Sgt,UNITED STATES AIR FORCE,9/17/51,CALIFORNIA,17,9,1951,10586223
"STEGER, WILLIAM",Pfc,UNITED STATES ARMY,7/27/50,ILLINOIS,27,7,1950,8712176
"STEIN, RICHARD",PFC,UNITED STATES MARINE CORPS,11/28/50,OHIO,28,11,1950,7946627
"STEINLE, ROBERT",Pfc,UNITED STATES ARMY,12/1/50,OHIO,1,12,1950,7946627
"STEINSON, JOHN",Cpl,UNITED STATES ARMY,11/28/50,CONNECTICUT,28,11,1950,2007280
"STENSON, ROBERT",Sgt,UNITED STATES ARMY,11/30/50,NEW YORK,30,11,1950,14830192
"STEPHEN, JAMES",Sgt,UNITED STATES MARINE CORPS,10/7/52,WISCONSIN,7,10,1952,3449000
"STEPHENS, DON",ENS,UNITED STATES NAVY,7/22/50,OHIO,22,7,1950,7946627
"STEPHENS, GEORGE",Pfc,UNITED STATES ARMY,2/5/52,WASHINGTON,5,2,1952,2386000
"STEPHENS, JAMES",Pfc,UNITED STATES ARMY,11/29/50,TEXAS,29,11,1950,7748000
"STEPHENS, LEON",Pfc,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"STEPHENS, RALPH",Pfc,UNITED STATES ARMY,7/20/50,LOUISIANA,20,7,1950,2701000
"STEPHENS, RAYMOND",Cpl,UNITED STATES ARMY,11/28/50,KENTUCKY,28,11,1950,2957000
"STEPHENS, ROBERT",Pvt,UNITED STATES ARMY,7/5/50,KANSAS,5,7,1950,1915000
"STEPHENS, WILLIAM",M/Sgt,UNITED STATES ARMY,11/27/50,TENNESSEE,27,11,1950,3304000
"STEPHENSON, FLOYD",2nd Lt,UNITED STATES AIR FORCE,12/13/50,DISTRICT OF COLUMBIA,13,12,1950,814000
"STEPINA, GEORGE",Sfc,UNITED STATES ARMY,11/28/50,ILLINOIS,28,11,1950,8712176
"STEPP, DAVID",2nd Lt,UNITED STATES ARMY,5/19/51,ARIZONA,19,5,1951,756000
"STEPP, MERMON",Pvt,UNITED STATES ARMY,1/21/51,NEW YORK,21,1,1951,14830192
"STERNAD, JOHN",Pfc,UNITED STATES ARMY,2/14/51,NEBRASKA,14,2,1951,1324000
"STERNER, WALTER",Pvt,UNITED STATES ARMY,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"STEVENS, CLAUD",Pfc,UNITED STATES ARMY,11/28/50,GEORGIA,28,11,1950,3451000
"STEVENS, SIMON",Capt,UNITED STATES ARMY,2/13/51,TEXAS,13,2,1951,7748000
"STEVENSON, CARL",ADC,UNITED STATES NAVY,11/5/50,KENTUCKY,5,11,1950,2957000
"STEVENSON, FRANK",A3C,UNITED STATES AIR FORCE,1/29/53,NEW JERSEY,29,1,1953,4860000
"STEVENSON, JAMES",Capt,UNITED STATES MARINE CORPS,9/14/51,CONNECTICUT,14,9,1951,2007280
"STEVENSON, ROBERT",Pvt,UNITED STATES ARMY,7/16/50,VIRGINIA,16,7,1950,3262000
"STEWART, HOWARD",Cpl,UNITED STATES ARMY,12/1/50,UTAH,1,12,1950,696000
"STEWART, JAMES",Pvt,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"STEWART, ORESTUS",Cpl,UNITED STATES ARMY,8/11/50,TEXAS,11,8,1950,7748000
"STEWART, RAYMOND",1st Lt,UNITED STATES AIR FORCE,8/25/51,TEXAS,25,8,1951,7748000
"STEWART, ROBERT",Pfc,UNITED STATES ARMY,7/16/50,MICHIGAN,16,7,1950,6421000
"STEWART, RUDOLPH",Pvt,UNITED STATES ARMY,6/4/53,MISSISSIPPI,4,6,1953,2169000
"STEWART, VICTOR",Pfc,UNITED STATES ARMY,10/13/51,CALIFORNIA,13,10,1951,10586223
"STEWART, WALTER",Cpl,UNITED STATES ARMY,6/12/52,LOUISIANA,12,6,1952,2701000
"STEWART, WILLIAM",Pfc,UNITED STATES ARMY,12/1/50,MARYLAND,1,12,1950,2376000
"STEWART, WILLIAM",Pfc,UNITED STATES ARMY,11/2/50,MISSISSIPPI,2,11,1950,2169000
"STEWART, WILSON",Pfc,UNITED STATES ARMY,12/1/50,TENNESSEE,1,12,1950,3304000
"STIEFEL, ERNEST",Pvt,UNITED STATES ARMY,8/22/52,ALABAMA,22,8,1952,3060000
"STILES, EARL",Cpl,UNITED STATES ARMY,12/1/50,IOWA,1,12,1950,2621000
"STIM, ROBERT",Cpl,UNITED STATES ARMY,11/1/50,PENNSYLVANIA,1,11,1950,10498012
"STINE, PERCY",Pfc,UNITED STATES ARMY,6/12/53,ILLINOIS,12,6,1953,8712176
"STINNETT, CLEM",Pfc,UNITED STATES AIR FORCE,1/31/52,OKLAHOMA,31,1,1952,2193000
"STITH, GEORGE",Cpl,UNITED STATES ARMY,11/27/50,VIRGINIA,27,11,1950,3262000
"STOCKERT, BENNY",PFC,UNITED STATES MARINE CORPS,7/3/52,WASHINGTON,3,7,1952,2386000
"STOCKMAN, RICHARD",Pvt,UNITED STATES ARMY,7/29/50,OREGON,29,7,1950,1532000
"STODOLSKY, WALTER",Cpl,UNITED STATES ARMY,11/30/50,PENNSYLVANIA,30,11,1950,10498012
"STOEBER, WALTER",Pfc,UNITED STATES ARMY,1/1/51,OHIO,1,1,1951,7946627
"STOFFEL, JEROME",Sgt,UNITED STATES ARMY,7/9/52,WISCONSIN,9,7,1952,3449000
"STOKES, CLAUDE",Pvt,UNITED STATES ARMY,7/11/53,FLORIDA,11,7,1953,2821000
"STOKES, EARLE",Pvt,UNITED STATES ARMY,10/20/52,NEW JERSEY,20,10,1952,4860000
"STOKUM, RICHARD",Pfc,UNITED STATES ARMY,8/11/50,NEW MEXICO,11,8,1950,687000
"STOLL, EDWARD",Sgt,UNITED STATES AIR FORCE,5/7/51,WISCONSIN,7,5,1951,3449000
"STONE, CHARLIE",Pfc,UNITED STATES ARMY,9/1/50,KENTUCKY,1,9,1950,2957000
"STONE, EDWARD",Pfc,UNITED STATES ARMY,11/27/50,GEORGIA,27,11,1950,3451000
"STONE, NEIL",Pfc,UNITED STATES ARMY,6/30/53,ARIZONA,30,6,1953,756000
"STONE, ROBERT",MLL3,UNITED STATES NAVY,6/12/51,CALIFORNIA,12,6,1951,10586223
"STOPA, DEWEY",2nd Lt,UNITED STATES AIR FORCE,1/29/53,KANSAS,29,1,1953,1915000
"STORMS, HARVEY",Maj,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"STORY, GLEN",A3C,UNITED STATES AIR FORCE,7/14/53,SOUTH DAKOTA,14,7,1953,652000
"STORY, LUTHER",Pfc,UNITED STATES ARMY,9/1/50,GEORGIA,1,9,1950,3451000
"STOUT, JOHNNIE",Pfc,UNITED STATES ARMY,7/20/50,TENNESSEE,20,7,1950,3304000
"STOVALL, JOHN",Pvt,UNITED STATES ARMY,7/7/50,ILLINOIS,7,7,1950,8712176
"STOVER, BENNY",Sgt,UNITED STATES ARMY,11/23/50,WEST VIRGINIA,23,11,1950,2006000
"STOVER, RALPH",Pfc,UNITED STATES ARMY,5/5/53,NORTH CAROLINA,5,5,1953,4060000
"STRACK, JOHN",Pfc,UNITED STATES ARMY,12/2/50,PENNSYLVANIA,2,12,1950,10498012
"STRAHLEY, CHARLES",LTJG,UNITED STATES NAVY,3/21/52,CALIFORNIA,21,3,1952,10586223
"STRAIGHT, ROBERT",Maj,UNITED STATES ARMY,11/2/50,TENNESSEE,2,11,1950,3304000
"STRATTON, FRANKLYN",Capt,UNITED STATES MARINE CORPS,6/16/51,MISSOURI,16,6,1951,3946000
"STRAWSER, PAUL",Pfc,UNITED STATES ARMY,7/6/50,INDIANA,6,7,1950,3952000
"STREET, JOHNNIE",Pvt,UNITED STATES ARMY,10/24/52,SOUTH CAROLINA,24,10,1952,2119000
"STREETER, KARL",Sgt,UNITED STATES ARMY,12/1/50,OHIO,1,12,1950,7946627
"STREETMAN, JAMES",Sfc,UNITED STATES ARMY,8/14/50,GEORGIA,14,8,1950,3451000
"STRICKLAND, JOE",Pfc,UNITED STATES ARMY,2/14/51,GEORGIA,14,2,1951,3451000
"STRICKLAND, MARVIN",Pfc,UNITED STATES ARMY,11/2/50,ALABAMA,2,11,1950,3060000
"STRICKLAND, PETE",Pfc,UNITED STATES ARMY,5/19/51,ALABAMA,19,5,1951,3060000
"STRICKLAND, WILLIAMS",Pfc,UNITED STATES ARMY,2/12/51,SOUTH CAROLINA,12,2,1951,2119000
"STRICKLAND, WOOLARD",Sfc,UNITED STATES ARMY,11/26/50,NORTH CAROLINA,26,11,1950,4060000
"STRICKLER, DONALD",Pfc,UNITED STATES ARMY,12/6/50,ILLINOIS,6,12,1950,8712176
"STRIEFF, LEON",SSgt,UNITED STATES AIR FORCE,9/8/50,ILLINOIS,8,9,1950,8712176
"STRINGER, HARRY",Cpl,UNITED STATES ARMY,9/6/50,PENNSYLVANIA,6,9,1950,10498012
"STRINGER, RICHARD",Pfc,UNITED STATES ARMY,10/14/52,OHIO,14,10,1952,7946627
"STRITCH, JOHN",PFC,UNITED STATES MARINE CORPS,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"STROHM, FREDERICK",Pvt,UNITED STATES ARMY,8/27/51,NEW YORK,27,8,1951,14830192
"STROHMEYER, PAUL",HM3,UNITED STATES NAVY,7/19/53,ILLINOIS,19,7,1953,8712176
"STROMMEN, RONALD",PFC,UNITED STATES MARINE CORPS,11/28/50,WISCONSIN,28,11,1950,3449000
"STRONG, CORNELIUS",Cpl,UNITED STATES ARMY,11/28/50,MISSISSIPPI,28,11,1950,2169000
"STRONG, WILLIAM",Pvt,UNITED STATES ARMY,11/2/50,CALIFORNIA,2,11,1950,10586223
"STROPE, EUGENE",2nd Lt,UNITED STATES AIR FORCE,9/29/51,NEW YORK,29,9,1951,14830192
"STRUBLE, BRITTON",Sfc,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"STRYKER, JAMES",Cpl,UNITED STATES ARMY,5/18/51,PENNSYLVANIA,18,5,1951,10498012
"STRYLOWSKI, EDWARD",Sfc,UNITED STATES ARMY,11/2/50,ILLINOIS,2,11,1950,8712176
"STUART, JAMES",Cpl,UNITED STATES ARMY,11/30/50,TEXAS,30,11,1950,7748000
"STUBBLEFIELD, BILLY",Sgt,UNITED STATES ARMY,11/28/50,ALABAMA,28,11,1950,3060000
"STUCK, RICHARD",Cpl,UNITED STATES ARMY,11/24/50,PENNSYLVANIA,24,11,1950,10498012
"STUCKEY, FREDERICK",Pvt,UNITED STATES ARMY,12/19/50,PENNSYLVANIA,19,12,1950,10498012
"STUFFLEBEAM, STANWOOD",Pvt,UNITED STATES ARMY,7/27/50,CALIFORNIA,27,7,1950,10586223
"STUMP, DONALD",Cpl,UNITED STATES ARMY,7/22/52,IOWA,22,7,1952,2621000
"STUMPF, JOHN",Sfc,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"STUMPF, MARION",Pfc,UNITED STATES ARMY,12/12/50,KANSAS,12,12,1950,1915000
"STURDIVANT, CHARLES",Pfc,UNITED STATES ARMY,2/12/51,INDIANA,12,2,1951,3952000
"STURGEON, GENE",Cpl,UNITED STATES MARINE CORPS,11/28/50,INDIANA,28,11,1950,3952000
"STURGILL, RALPH",Pvt,UNITED STATES ARMY,8/5/50,VIRGINIA,5,8,1950,3262000
"STUTLIEN, FRANCIS",Pfc,UNITED STATES ARMY,2/12/51,WISCONSIN,12,2,1951,3449000
"STUTTS, JOE",Cpl,UNITED STATES ARMY,11/28/50,SOUTH CAROLINA,28,11,1950,2119000
"STYSLINGER, ROBERT",1st Lt,UNITED STATES ARMY,11/29/50,PENNSYLVANIA,29,11,1950,10498012
"SUBLETT, ASHER",Pvt,UNITED STATES ARMY,11/27/50,KENTUCKY,27,11,1950,2957000
"SUFFERN, WILLIAM",2nd Lt,UNITED STATES AIR FORCE,9/9/52,ILLINOIS,9,9,1952,8712176
"SUGGS, JOHN",Sfc,UNITED STATES ARMY,7/20/50,CALIFORNIA,20,7,1950,10586223
"SUKLEY, PETER",Pfc,UNITED STATES ARMY,11/2/50,PENNSYLVANIA,2,11,1950,10498012
"SULIMAN, FRANK",Cpl,UNITED STATES ARMY,12/1/50,NEW JERSEY,1,12,1950,4860000
"SULLIVAN, CHARLES",Pvt,UNITED STATES ARMY,7/4/53,MICHIGAN,4,7,1953,6421000
"SULLIVAN, DAVE",1st Lt,UNITED STATES AIR FORCE,2/21/52,ARKANSAS,21,2,1952,1906000
"SULLIVAN, GERALD",ENS,UNITED STATES NAVY,5/6/51,NEVADA,6,5,1951,162000
"SULLIVAN, JOHN",Pfc,UNITED STATES ARMY,11/29/50,TENNESSEE,29,11,1950,3304000
